,0
1192,FMO4
1193,KLHL20
1194,RGS11
1195,SLC46A1
1196,PLXNA2
1197,SPAG5
1198,ANKRD13A
1199,TPD52
1200,ACACB
1201,TRAF4
1202,PAG1
1203,GPATCH1
1204,ICAM3
1205,NT5C2
1206,MCAM
1207,GPC4
1208,MBNL3
1209,CAMSAP3
1210,RAP1GAP
1211,XAB2
1212,ARHGEF1
1213,STXBP2
1214,MAP2K7
1215,NMRK2
1216,DGKD
1217,CTTNBP2
1218,RARB
1219,TOP2B
1220,TM9SF3
1221,NFKB2
1222,UBE2T
1223,PPP1R12B
1224,DNAJC10
1225,GTF3C1
1226,IL4R
1227,USP33
1228,PAK3
1229,CAPN6
1230,SNRPA
1231,SPAG6
1232,EXOSC5
1233,APBB1IP
1234,LRCH4
1235,FAM76B
1236,SIRT6
1237,POLD3
1238,ACTN2
1239,CAPZB
1240,GPR137B
1241,JADE1
1242,SLC25A43
1243,UBE2A
1244,FGFR1
1245,FKBP6
1246,SMC1B
1247,FBLN1
1248,ITGA8
1249,CST7
1250,MAP2
1251,PIAS2
1252,AMPH
1253,ARAF
1254,MCCC1
1255,LAMP3
1256,FAP
1257,NEBL
1258,ACER3
1259,UBE2K
1260,PIK3C3
1261,N4BP2
1262,TIGAR
1263,TULP3
1264,SYNJ2
1265,ADCY2
1266,PPP2R5C
1267,RBFOX1
1268,GNB1
1269,HOXA9
1270,EDN1
1271,MLLT10
1272,ZCWPW1
1273,ADCYAP1R1
1274,P2RY10
1275,ITM2A
1276,NRDC
1277,VDAC3
1278,PCM1
1279,TNRC6C
1280,CBFA2T2
1281,ITCH
1282,PKD2L2
1283,TP53INP2
1284,SDF4
1285,MYH7B
1286,TP73
1287,TOLLIP
1288,UBE2D4
1289,RUNX1T1
1290,CDH17
1291,THOC1
1292,FKBP7
1293,OSBPL6
1294,SLC1A3
1295,XRCC5
1296,LXN
1297,SP140
1298,MKNK1
1299,TNS1
1300,REXO1
1301,SAR1A
1302,CDC14A
1303,RAPGEF3
1304,CEACAM1
1305,SENP1
1306,CIC
1307,LIPE
1308,FDFT1
1309,PAFAH1B3
1310,OPHN1
1311,KIF22
1312,PGM1
1313,DDX1
1314,DNM2
1315,EPB41L2
1316,RIMS1
1317,MOXD1
1318,STX7
1319,RABL2B
1320,KEAP1
1321,DDX43
1322,PTPRH
1323,DCT
1324,CRYBG3
1325,EPHA6
1326,RFX3
1327,RIF1
1328,RAB21
1329,SLC4A4
1330,SMARCA2
1331,RDH8
1332,SESN1
1333,MID2
1334,COL5A3
1335,SRCAP
1336,PUM3
1337,CHRNA3
1338,KCNN2
1339,CNOT4
1340,PSEN1
1341,CPOX
1342,CLDND1
1343,MOK
1344,HSP90AA1
1345,RBL1
1346,DLGAP4
1347,IGSF9B
1348,NDC80
1349,AP4E1
1350,RSBN1
1351,MAGI3
1352,CXCL2
1353,AFP
1354,COL4A4
1355,TCF7
1356,OSTM1
1357,IMPG2
1358,PCNP
1359,EXD2
1360,ARG2
1361,MEF2C
1362,PKP1
1363,UBA5
1364,STK17B
1365,CDC14B
1366,ZNF510
1367,ZNF506
1368,JMJD4
1369,DUSP12
1370,AACS
1371,CADPS2
1372,PCDHGA2
1373,PHLPP1
1374,ATP8B1
1375,IL12RB2
1376,SMARCD3
1377,WDR70
1378,MPP4
1379,STRADB
1380,BZW1
1381,PGR
1382,C1QTNF3
1383,ME2
1384,C5orf22
1385,CCNT2
1386,FAM135A
1387,COL19A1
1388,EPB41L3
1389,COBLL1
1390,DLG3
1391,KCNK2
1392,SERTAD4
1393,TRAF5
1394,MRPL22
1395,GEMIN5
1396,NFE2L1
1397,SEMA5B
1398,GSK3B
1399,ITGB5
1400,ERC1
1401,XPO1
1402,RNF13
1403,TRPM3
1404,PALB2
1405,LYRM2
1406,BCKDHB
1407,KAT6A
1408,ULK2
1409,GRHL2
1410,TNPO1
1411,PLOD1
1412,P2RX5
1413,ITGAE
1414,DIS3
1415,PIBF1
1416,TDRD3
1417,NUFIP1
1418,PDS5B
1419,OXCT1
1420,RRAGB
1421,EPYC
1422,CYLD
1423,SLC27A5
1424,ZNF324
1425,ZNF671
1426,ZNF416
1427,ZNF586
1428,ZNF446
1429,ZNF264
1430,RPS5
1431,FAT1
1432,CHMP2B
1433,SMAP2
1434,PPIE
1435,ZMPSTE24
1436,STARD7
1437,NOA1
1438,REST
1439,HAL
1440,SSH1
1441,GSTP1
1442,APLP2
1443,FAM234B
1444,SLCO1A2
1445,WBP11
1446,EIF3I
1447,NKAIN1
1448,COL16A1
1449,TXLNA
1450,NCOA1
1451,AGBL5
1452,EFR3B
1453,KIF3C
1454,RAB10
1455,HADHA
1456,MAPRE3
1457,CAD
1458,CD59
1459,CD82
1460,BCORL1
1461,ATRX
1462,FCN1
1463,MYNN
1464,MECOM
1465,SCAMP1
1466,PREP
1467,HACE1
1468,SEH1L
1469,WDR47
1470,WDFY1
1471,OVGP1
1472,SLC25A24
1473,MAP3K4
1474,PILRA
1475,IGSF9
1476,ABCB1
1477,ZNF213
1478,AKR1B1
1479,CPNE3
1480,RRN3
1481,CTTN
1482,WNT11
1483,MTIF2
1484,DDHD2
1485,TTC39A
